inspection_id,true_cooling_degraded,true_ventilation_obstructed,true_oil_issue,true_overdue_remedial,has_resolution,has_negation
INS-366-1,False,False,False,False,False,False
INS-366-2,False,False,False,False,True,False
INS-367-1,False,False,False,False,False,False
INS-367-2,False,False,False,False,False,False
INS-368-1,False,False,False,False,False,False
INS-368-2,False,False,False,False,False,False
INS-369-1,True,False,False,False,False,False
INS-369-2,False,False,False,False,False,True
INS-370-1,False,False,False,False,False,False
INS-370-2,True,False,False,False,False,False
INS-371-1,False,True,False,True,False,False
INS-371-2,False,True,True,False,True,False
INS-372-1,False,False,False,False,False,False
INS-372-2,False,False,False,False,False,False
INS-373-1,True,False,False,False,False,False
INS-373-2,False,False,False,False,False,False
INS-374-1,False,False,True,False,True,False
INS-374-2,False,False,False,False,False,False
INS-375-1,False,False,True,False,False,True
INS-375-2,False,True,True,True,False,False
INS-376-1,False,False,False,False,False,False
INS-376-2,False,True,False,True,False,False
INS-377-1,False,False,True,False,False,False
INS-377-2,False,False,False,False,False,False
INS-378-1,False,False,False,False,False,False
INS-378-2,False,False,False,False,False,False
INS-379-1,False,False,False,False,False,False
INS-379-2,True,False,True,False,False,False
INS-380-1,False,False,True,False,False,False
INS-380-2,False,False,False,False,True,False
INS-381-1,False,False,False,False,False,False
INS-381-2,False,False,False,False,False,False
INS-382-1,True,True,False,False,False,False
INS-382-2,True,False,False,True,False,False
INS-383-1,False,False,False,False,False,False
INS-383-2,False,False,False,False,False,False
INS-384-1,False,False,True,False,True,False
INS-384-2,True,False,False,False,False,False
INS-385-1,False,False,False,False,False,False
INS-385-2,True,False,False,False,False,False
INS-386-1,False,False,False,False,False,False
INS-386-2,False,False,False,False,False,False
INS-387-1,False,False,False,True,False,True
INS-387-2,False,False,True,False,False,False
INS-388-1,False,False,False,False,True,False
INS-388-2,False,False,False,False,False,False
INS-389-1,False,False,False,False,False,True
INS-389-2,True,False,False,False,False,False
INS-390-1,False,False,False,False,False,False
INS-390-2,True,False,True,False,False,False
INS-391-1,False,False,False,True,False,True
INS-391-2,False,True,True,True,False,False
INS-392-1,False,False,True,False,False,False
INS-392-2,True,True,False,False,False,False
INS-393-1,True,True,True,False,False,False
INS-393-2,True,False,False,True,False,False
INS-394-1,False,False,False,False,False,False
INS-394-2,False,True,True,False,False,False
INS-395-1,False,True,True,False,False,False
INS-395-2,False,True,True,False,False,True
INS-396-1,True,True,False,True,False,False
INS-396-2,True,False,False,True,False,True
INS-397-1,False,False,True,True,False,False
INS-397-2,False,False,True,True,False,False
INS-398-1,False,False,False,False,False,False
INS-398-2,False,False,False,False,False,False
INS-399-1,False,False,False,False,False,False
INS-399-2,False,False,False,False,False,True
INS-400-1,False,False,False,False,False,False
INS-400-2,False,False,False,False,False,False
INS-401-1,False,False,False,False,False,False
INS-401-2,False,False,False,True,False,False
INS-402-1,True,False,True,False,False,False
INS-402-2,False,False,False,False,False,False
INS-403-1,False,False,False,False,False,False
INS-403-2,False,True,False,False,False,False
INS-404-1,False,False,False,False,False,False
INS-404-2,True,False,False,False,False,False
INS-405-1,True,False,True,True,False,False
INS-405-2,False,False,False,False,False,True
INS-406-1,True,False,True,True,False,False
INS-406-2,False,False,False,False,False,False
INS-407-1,False,False,False,False,True,False
INS-407-2,True,False,True,True,False,False
INS-408-1,False,True,True,False,False,False
INS-408-2,False,True,False,False,False,False
INS-409-1,False,False,True,False,False,False
INS-409-2,True,False,False,False,False,False
INS-410-1,False,True,False,False,False,False
INS-410-2,True,False,False,True,False,False
INS-411-1,True,True,False,True,False,False
INS-411-2,False,True,False,True,False,False
INS-412-1,False,False,False,False,False,False
INS-412-2,False,False,False,False,False,False
INS-413-1,False,False,False,False,True,False
INS-413-2,False,False,False,False,False,False
INS-414-1,False,False,False,False,False,False
INS-414-2,False,False,False,False,False,False
INS-415-1,False,False,True,True,False,False
INS-415-2,False,False,False,True,False,False
INS-416-1,False,True,False,False,False,False
INS-416-2,True,True,False,False,False,False
INS-417-1,True,True,True,False,False,False
INS-417-2,False,False,True,False,False,False
INS-418-1,False,False,False,False,False,False
INS-418-2,True,False,True,False,False,False
INS-419-1,False,False,False,False,True,False
INS-419-2,False,False,False,True,False,False
INS-420-1,False,False,False,True,False,False
INS-420-2,False,False,False,False,True,False
INS-421-1,False,False,False,False,False,False
INS-421-2,True,False,False,False,False,False
INS-422-1,True,False,False,True,False,False
INS-422-2,False,False,False,True,False,False
INS-423-1,True,True,False,True,False,False
INS-423-2,False,False,False,False,False,True
INS-424-1,False,False,True,False,False,False
INS-424-2,True,False,True,False,False,False
INS-425-1,False,True,True,False,False,False
INS-425-2,True,False,True,False,False,False
INS-426-1,False,False,False,False,False,False
INS-426-2,False,True,True,True,False,False
INS-427-1,True,False,False,False,False,False
INS-427-2,False,False,True,False,False,False
INS-428-1,False,True,False,True,True,False
INS-428-2,False,True,True,False,False,False
INS-429-1,False,False,False,False,False,False
INS-429-2,True,False,True,False,False,False
INS-430-1,True,False,True,True,False,False
INS-430-2,False,True,True,False,False,False
INS-431-1,False,True,False,False,False,False
INS-431-2,True,False,False,False,False,True
INS-432-1,False,True,True,False,False,False
INS-432-2,True,True,False,False,False,False
INS-433-1,False,False,False,False,False,False
INS-433-2,False,False,True,False,False,True
INS-434-1,False,False,False,True,False,False
INS-434-2,True,False,True,True,False,False
INS-435-1,False,False,False,False,True,False
INS-435-2,False,True,False,False,False,False
INS-436-1,True,False,False,False,False,False
INS-436-2,False,False,False,False,False,False
INS-437-1,True,False,False,False,False,False
INS-437-2,False,True,False,False,False,False
INS-438-1,False,False,False,False,False,False
INS-438-2,True,True,False,False,False,False
INS-439-1,False,False,False,False,False,False
INS-439-2,False,True,False,False,False,False
INS-440-1,False,True,False,True,False,False
INS-440-2,True,False,False,False,False,False
INS-441-1,True,True,True,False,False,False
INS-441-2,False,False,False,False,True,False
INS-442-1,False,False,False,False,False,False
INS-442-2,False,True,False,False,False,False
INS-443-1,False,True,True,False,False,False
INS-443-2,False,False,False,True,False,False
INS-444-1,False,False,True,False,False,False
INS-444-2,False,False,False,False,True,False
INS-445-1,False,True,False,False,True,False
INS-445-2,False,False,False,False,False,True
INS-446-1,False,False,False,True,False,False
INS-446-2,False,False,True,False,False,False
INS-447-1,False,False,False,False,False,False
INS-447-2,False,False,False,False,False,False
INS-448-1,False,False,False,False,False,False
INS-448-2,False,True,False,False,False,False
INS-449-1,False,False,False,False,True,False
INS-449-2,False,False,False,False,False,False
INS-450-1,False,False,False,False,False,False
INS-450-2,False,False,False,False,False,False
INS-451-1,False,False,False,False,False,False
INS-451-2,True,False,False,False,False,False
INS-452-1,True,True,False,True,False,False
INS-452-2,False,False,False,True,False,False
INS-453-1,True,False,False,False,False,False
INS-453-2,False,False,False,True,False,False
INS-454-1,True,False,False,False,False,False
INS-454-2,True,False,False,True,False,False
INS-455-1,False,False,False,False,False,False
INS-455-2,False,False,False,False,False,True
INS-456-1,False,False,False,False,False,False
INS-456-2,False,False,False,False,False,False
INS-457-1,True,False,False,False,True,False
INS-457-2,False,False,False,False,True,False
INS-458-1,False,False,False,False,False,False
INS-458-2,True,False,False,True,False,False
INS-459-1,False,False,False,False,False,False
INS-459-2,False,False,False,False,False,False
INS-460-1,False,False,False,True,False,False
INS-460-2,True,False,True,False,True,False
INS-461-1,False,False,False,False,False,False
INS-461-2,False,False,False,False,False,False
INS-462-1,False,False,False,False,False,False
INS-462-2,False,False,False,False,False,False
INS-463-1,True,False,True,False,False,False
INS-463-2,False,False,False,False,False,False
INS-464-1,False,False,False,False,False,False
INS-464-2,False,False,False,False,False,False
INS-465-1,False,False,False,False,False,False
INS-465-2,False,False,False,False,False,True
INS-466-1,False,False,False,False,False,False
INS-466-2,False,False,False,False,False,True
INS-467-1,False,False,False,False,False,False
INS-467-2,False,False,True,True,False,False
INS-468-1,False,False,False,False,False,False
INS-468-2,False,True,False,False,False,False
INS-469-1,False,False,False,False,True,False
INS-469-2,False,False,False,False,False,False
INS-470-1,False,False,False,False,True,False
INS-470-2,False,False,True,False,False,False
INS-471-1,False,False,False,False,False,False
INS-471-2,False,False,False,True,False,False
INS-472-1,False,True,False,False,False,True
INS-472-2,False,False,False,False,True,False
INS-473-1,False,False,False,False,False,False
INS-473-2,False,False,False,False,False,False
INS-474-1,True,True,False,False,False,False
INS-474-2,False,False,False,True,True,False
INS-475-1,True,True,False,False,False,False
INS-475-2,False,False,False,False,False,False
INS-476-1,False,False,False,False,False,False
INS-476-2,True,False,False,False,False,False
INS-477-1,True,True,True,False,False,False
INS-477-2,False,False,True,False,False,False
INS-478-1,False,False,True,False,False,False
INS-478-2,False,False,False,False,False,False
INS-479-1,False,False,False,False,False,False
INS-479-2,False,True,False,False,False,False
INS-480-1,False,False,False,True,False,False
INS-480-2,False,False,True,False,True,False
INS-481-1,True,True,False,False,False,False
INS-481-2,False,False,False,False,False,False
INS-482-1,False,False,False,False,False,False
INS-482-2,False,False,False,False,False,False
INS-483-1,False,True,False,False,False,False
INS-483-2,False,False,False,False,False,False
INS-484-1,False,False,False,False,False,False
INS-484-2,False,False,False,False,False,False
INS-485-1,False,False,False,False,False,False
INS-485-2,False,False,False,False,False,False
INS-486-1,False,False,False,False,True,False
INS-486-2,False,False,False,True,False,False
INS-487-1,False,False,False,False,False,False
INS-487-2,False,False,False,False,False,False
INS-488-1,False,False,False,False,False,False
INS-488-2,False,True,False,False,False,False
INS-489-1,False,False,True,False,False,False
INS-489-2,False,True,True,False,False,False
INS-490-1,True,False,False,False,False,False
INS-490-2,False,False,True,False,False,False
INS-491-1,False,True,False,False,False,False
INS-491-2,True,False,True,False,False,False
INS-492-1,True,False,True,False,False,False
INS-492-2,True,False,False,False,False,False
INS-493-1,False,True,True,True,False,False
INS-493-2,False,True,False,True,False,False
INS-494-1,False,True,True,False,False,False
INS-494-2,False,False,True,False,False,False
INS-495-1,True,False,False,True,False,False
INS-495-2,False,False,False,False,False,False
INS-496-1,True,False,True,False,False,False
INS-496-2,True,False,False,False,False,False
INS-497-1,True,False,True,False,False,False
INS-497-2,False,False,False,False,False,False
INS-498-1,False,False,False,False,False,True
INS-498-2,False,False,True,True,False,False
INS-499-1,False,True,True,False,False,False
INS-499-2,False,False,False,False,True,False
INS-500-1,False,False,False,False,False,False
INS-500-2,False,False,False,False,False,False
INS-501-1,False,False,True,True,False,True
INS-501-2,True,True,False,True,False,False
INS-502-1,False,False,False,False,False,False
INS-502-2,False,False,True,False,False,False
INS-503-1,True,False,False,False,False,True
INS-503-2,False,False,False,True,False,True
INS-504-1,False,False,False,False,False,False
INS-504-2,False,False,False,True,False,False
INS-505-1,False,False,False,True,False,False
INS-505-2,False,False,False,False,False,False
INS-506-1,False,True,False,False,False,False
INS-506-2,False,False,False,True,False,False
INS-507-1,False,False,False,False,False,True
INS-507-2,False,False,False,False,False,False
INS-508-1,True,False,True,False,False,False
INS-508-2,True,True,False,True,False,False
INS-509-1,False,False,False,False,False,False
INS-509-2,False,False,False,True,False,False
INS-510-1,True,True,True,False,False,False
INS-510-2,False,True,True,True,False,False
INS-511-1,False,False,False,True,False,False
INS-511-2,False,False,False,True,False,False
INS-512-1,False,False,False,False,False,False
INS-512-2,False,False,True,True,False,False
INS-513-1,False,False,False,True,False,False
INS-513-2,False,False,False,False,False,False
INS-514-1,False,True,True,False,False,False
INS-514-2,True,False,True,False,False,False
INS-515-1,False,False,True,False,False,False
INS-515-2,False,False,False,False,False,False
INS-516-1,False,False,False,False,False,False
INS-516-2,False,False,False,False,True,False
INS-517-1,False,True,True,False,False,False
INS-517-2,False,True,False,True,True,False
INS-518-1,False,False,False,False,False,False
INS-518-2,True,False,False,True,False,False
INS-519-1,False,False,True,False,False,False
INS-519-2,False,False,False,False,False,True
INS-520-1,False,False,True,False,False,False
INS-520-2,False,False,False,False,False,False
INS-521-1,False,False,False,False,False,False
INS-521-2,False,True,True,True,False,False
INS-522-1,True,False,True,False,False,False
INS-522-2,False,False,False,False,False,False
INS-523-1,False,False,True,False,False,False
INS-523-2,False,False,False,False,False,False
INS-524-1,True,True,True,False,False,False
INS-524-2,True,False,False,False,False,True
INS-525-1,False,True,False,False,True,False
INS-525-2,False,False,True,False,False,True
INS-526-1,True,False,True,False,False,False
INS-526-2,True,False,False,False,False,True
INS-527-1,False,False,True,False,False,True
INS-527-2,False,True,False,False,False,False
INS-528-1,False,False,False,True,False,False
INS-528-2,True,False,True,False,False,False
INS-529-1,False,False,False,True,False,False
INS-529-2,False,False,True,False,False,False
INS-530-1,False,False,False,False,False,False
INS-530-2,False,False,True,False,False,False
INS-531-1,True,False,False,False,False,False
INS-531-2,False,False,False,False,False,False
INS-532-1,False,False,True,False,False,False
INS-532-2,False,False,False,False,False,False
INS-533-1,False,True,True,True,False,False
INS-533-2,False,False,False,False,False,False
INS-534-1,False,False,True,True,False,False
INS-534-2,False,False,False,False,False,False
INS-535-1,False,False,False,False,False,False
INS-535-2,False,False,False,True,False,False
INS-536-1,False,False,False,False,False,False
INS-536-2,False,False,False,False,True,False
INS-537-1,False,False,False,False,True,False
INS-537-2,False,False,False,True,False,True
INS-538-1,False,False,False,False,False,False
INS-538-2,False,False,False,False,False,False
INS-539-1,False,True,False,True,False,False
INS-539-2,False,False,False,True,False,False
INS-540-1,True,True,False,False,False,False
INS-540-2,False,False,False,False,False,False
INS-541-1,False,False,False,False,False,True
INS-541-2,True,False,False,False,False,False
INS-542-1,False,False,False,False,False,False
INS-542-2,False,True,True,False,False,False
INS-543-1,False,False,False,False,False,False
INS-543-2,False,False,False,False,False,False
INS-544-1,False,False,False,False,False,False
INS-544-2,False,False,False,False,True,False
INS-545-1,False,True,False,False,False,False
INS-545-2,True,True,False,False,False,False
INS-546-1,False,False,False,False,False,False
INS-546-2,False,False,False,False,False,True
INS-547-1,False,True,True,False,False,False
INS-547-2,False,False,False,False,True,False
INS-548-1,False,False,True,False,False,False
INS-548-2,True,False,False,False,True,False
INS-549-1,True,False,True,True,False,False
INS-549-2,False,True,False,True,False,False
INS-550-1,False,True,False,False,False,True
INS-550-2,True,True,False,False,False,False
INS-551-1,False,False,False,False,False,False
INS-551-2,False,False,False,False,False,False
INS-552-1,False,False,False,True,False,False
INS-552-2,True,False,False,False,False,False
INS-553-1,True,False,False,False,False,False
INS-553-2,False,False,True,True,False,False
INS-554-1,False,False,False,False,False,False
INS-554-2,False,False,False,False,False,False
INS-555-1,False,False,False,False,False,False
INS-555-2,False,False,False,False,False,False
INS-556-1,False,False,False,False,False,True
INS-556-2,False,False,False,False,False,False
INS-557-1,False,False,False,False,False,False
INS-557-2,True,False,False,False,False,False
INS-558-1,False,True,False,False,False,False
INS-558-2,False,False,False,False,False,False
INS-559-1,False,True,True,False,False,False
INS-559-2,False,True,False,False,False,False
INS-560-1,False,False,False,False,False,False
INS-560-2,True,False,False,False,False,False
INS-561-1,True,False,False,False,True,False
INS-561-2,False,False,False,False,False,False
INS-562-1,False,False,False,False,False,False
INS-562-2,False,True,False,False,False,False
INS-563-1,False,True,False,True,False,False
INS-563-2,False,False,False,False,False,False
INS-564-1,False,False,False,False,False,False
INS-564-2,False,False,False,True,False,False
INS-565-1,False,False,False,False,False,False
INS-565-2,False,False,False,False,False,False
INS-566-1,False,False,False,True,False,False
INS-566-2,False,False,True,False,False,False
INS-567-1,True,False,True,False,False,False
INS-567-2,False,False,False,False,True,False
INS-568-1,False,False,False,False,False,False
INS-568-2,True,False,False,False,False,False
INS-569-1,False,False,False,False,False,False
INS-569-2,False,False,False,False,False,False
INS-570-1,True,True,False,True,False,False
INS-570-2,True,True,False,True,False,False
INS-571-1,True,False,False,False,False,False
INS-571-2,False,True,False,False,False,True
INS-572-1,True,True,False,True,False,False
INS-572-2,False,True,False,False,False,False
INS-573-1,False,False,True,False,False,False
INS-573-2,False,True,False,True,False,False
INS-574-1,False,False,False,False,False,False
INS-574-2,False,True,True,False,True,False
INS-575-1,False,False,True,False,False,False
INS-575-2,False,False,True,True,False,False
INS-576-1,False,False,False,False,False,True
INS-576-2,False,False,False,False,False,False
INS-577-1,True,False,False,True,False,False
INS-577-2,False,True,False,False,True,False
INS-578-1,False,False,False,False,False,True
INS-578-2,True,False,False,False,False,False
INS-579-1,False,True,True,False,False,False
INS-579-2,False,False,False,True,False,False
INS-580-1,False,False,False,False,False,True
INS-580-2,False,True,False,False,False,False
INS-581-1,False,False,False,False,True,False
INS-581-2,False,False,False,False,False,False
INS-582-1,False,False,False,False,False,False
INS-582-2,False,False,False,True,False,False
INS-583-1,False,True,False,False,False,True
INS-583-2,True,True,False,False,False,False
INS-584-1,False,True,False,True,False,False
INS-584-2,True,False,False,True,False,False
INS-585-1,True,True,False,False,False,False
INS-585-2,False,False,False,False,False,True
INS-586-1,False,True,False,False,False,False
INS-586-2,False,False,False,False,False,False
INS-587-1,True,False,True,True,False,False
INS-587-2,False,False,False,False,True,False
INS-588-1,False,False,False,False,True,False
INS-588-2,False,False,False,False,False,False
INS-589-1,False,False,True,False,False,False
INS-589-2,True,False,True,True,False,False
INS-590-1,False,False,False,False,False,False
INS-590-2,False,False,False,False,False,False
INS-591-1,False,True,True,False,False,False
INS-591-2,False,False,True,False,False,False
INS-592-1,True,False,True,False,False,False
INS-592-2,False,False,False,True,True,False
INS-593-1,True,False,True,True,False,False
INS-593-2,False,True,False,False,False,False
INS-594-1,False,False,False,True,False,False
INS-594-2,True,True,False,True,False,False
INS-595-1,False,True,False,False,True,False
INS-595-2,False,False,False,False,False,False
INS-596-1,False,False,False,False,False,False
INS-596-2,False,False,False,False,False,False
INS-597-1,True,False,False,False,False,False
INS-597-2,False,False,False,True,False,False
INS-598-1,True,False,False,False,False,False
INS-598-2,False,False,False,False,False,False
INS-599-1,False,False,True,False,False,False
INS-599-2,False,False,False,False,True,False
INS-600-1,False,False,True,False,False,False
INS-600-2,False,False,True,True,False,False
INS-601-1,False,False,True,False,False,False
INS-601-2,True,False,False,True,False,False
INS-602-1,False,False,False,True,False,False
INS-602-2,False,False,False,False,False,False
INS-603-1,True,False,True,False,False,False
INS-603-2,False,False,False,False,False,False
INS-604-1,True,False,False,False,False,True
INS-604-2,True,True,False,False,False,True
INS-605-1,False,False,True,False,False,False
INS-605-2,False,True,True,True,False,False
INS-606-1,False,False,False,False,False,False
INS-606-2,False,False,False,False,False,False
INS-607-1,False,False,True,False,False,False
INS-607-2,True,False,False,False,False,False
INS-608-1,False,False,True,True,False,False
INS-608-2,False,True,False,False,False,False
INS-609-1,True,False,True,False,False,False
INS-609-2,False,False,True,False,False,False
INS-610-1,False,False,False,False,False,True
INS-610-2,False,False,False,True,False,False
INS-611-1,False,False,True,False,False,False
INS-611-2,True,False,False,False,False,False
INS-612-1,True,True,True,False,False,False
INS-612-2,False,True,True,False,False,False
INS-613-1,False,False,False,False,False,False
INS-613-2,False,False,False,False,False,False
INS-614-1,False,True,False,False,False,False
INS-614-2,True,False,True,False,False,False
INS-615-1,False,True,False,True,False,False
INS-615-2,False,False,True,False,False,False
INS-616-1,False,False,False,False,False,False
INS-616-2,True,False,False,False,False,False
INS-617-1,True,False,False,False,False,False
INS-617-2,False,False,False,False,False,True
INS-618-1,True,False,False,False,False,False
INS-618-2,False,False,True,False,False,False
INS-619-1,True,False,False,False,False,True
INS-619-2,False,False,False,False,False,False
INS-620-1,True,False,True,False,False,False
INS-620-2,False,False,False,False,False,True
INS-621-1,True,True,False,True,False,False
INS-621-2,True,False,True,False,False,False
INS-622-1,True,False,False,False,False,False
INS-622-2,False,True,False,False,False,False
INS-623-1,False,False,False,False,False,False
INS-623-2,False,False,False,False,False,False
INS-624-1,False,False,False,True,False,False
INS-624-2,True,False,True,False,False,False
INS-625-1,False,False,False,False,False,False
INS-625-2,False,False,False,False,False,False
INS-626-1,False,False,False,False,False,False
INS-626-2,False,False,True,True,False,False
INS-627-1,True,False,True,False,False,True
INS-627-2,False,False,False,False,True,False
INS-628-1,True,False,True,False,False,False
INS-628-2,True,True,False,True,False,False
INS-629-1,False,False,False,True,False,False
INS-629-2,False,False,False,False,False,False
INS-630-1,False,False,False,True,False,False
INS-630-2,False,False,True,False,True,False
INS-631-1,False,False,False,False,True,False
INS-631-2,True,True,False,True,False,False
INS-632-1,False,False,False,False,False,True
INS-632-2,False,False,False,True,False,False
INS-633-1,False,False,False,False,False,False
INS-633-2,False,False,False,False,False,False
INS-634-1,False,True,False,False,False,False
INS-634-2,False,False,False,False,False,False
INS-635-1,False,True,True,False,False,False
INS-635-2,False,False,False,True,False,False
INS-636-1,True,True,False,False,False,False
INS-636-2,True,False,True,False,False,False
INS-637-1,False,False,False,False,False,True
INS-637-2,False,False,False,False,False,False
INS-638-1,True,False,False,False,False,False
INS-638-2,True,False,True,False,False,False
INS-639-1,True,False,True,False,False,False
INS-639-2,True,False,True,True,False,False
INS-640-1,False,False,False,False,False,False
INS-640-2,False,False,False,False,False,False
INS-641-1,False,False,False,False,False,False
INS-641-2,False,False,True,False,False,False
INS-642-1,False,False,True,False,False,False
INS-642-2,True,False,False,False,False,False
INS-643-1,False,True,False,False,False,False
INS-643-2,True,False,False,False,False,False
INS-644-1,True,True,False,False,False,False
INS-644-2,False,False,True,False,False,False
INS-645-1,False,True,False,False,False,False
INS-645-2,False,False,True,False,False,False
INS-646-1,False,False,True,False,False,False
INS-646-2,False,False,False,False,False,False
INS-647-1,False,True,False,False,False,False
INS-647-2,True,True,False,False,False,False
INS-648-1,False,False,False,False,False,False
INS-648-2,False,False,False,False,False,False
INS-649-1,False,True,True,False,False,False
INS-649-2,False,False,False,False,True,False
INS-650-1,True,True,False,True,False,False
INS-650-2,True,True,False,True,False,False
INS-651-1,False,False,False,True,False,False
INS-651-2,True,False,False,False,False,False
INS-652-1,False,False,False,False,False,False
INS-652-2,False,False,True,False,False,False
INS-653-1,True,False,True,False,False,False
INS-653-2,True,True,False,False,False,True
INS-654-1,False,False,True,False,False,False
INS-654-2,True,False,False,True,False,False
INS-655-1,True,False,True,False,False,False
INS-655-2,False,False,False,False,True,False
INS-656-1,False,True,False,False,False,True
INS-656-2,False,False,False,False,False,False
INS-657-1,True,True,False,True,False,False
INS-657-2,True,False,True,True,False,False
INS-658-1,False,False,False,False,False,False
INS-658-2,False,False,False,False,False,False
INS-659-1,False,False,False,True,False,False
INS-659-2,False,False,False,False,False,False
INS-660-1,False,True,True,False,False,False
INS-660-2,False,False,False,False,False,False
INS-661-1,False,True,True,False,False,False
INS-661-2,True,True,False,False,False,False
INS-662-1,False,False,True,False,False,False
INS-662-2,False,True,False,False,False,False
INS-663-1,False,False,False,False,False,False
INS-663-2,False,False,False,False,False,False
INS-664-1,True,False,False,False,False,False
INS-664-2,True,False,False,True,False,False
INS-665-1,False,False,False,False,False,False
INS-665-2,False,False,False,False,False,False
INS-666-1,False,False,False,False,False,False
INS-666-2,False,False,False,False,False,True
INS-667-1,False,True,False,False,False,False
INS-667-2,False,False,False,False,False,False
INS-668-1,False,False,False,False,False,False
INS-668-2,False,False,False,False,False,False
INS-669-1,False,False,False,False,False,False
INS-669-2,True,True,False,False,False,False
INS-670-1,False,True,False,False,False,False
INS-670-2,False,True,False,False,False,False
INS-671-1,False,False,False,False,False,False
INS-671-2,False,True,False,True,False,False
INS-672-1,False,False,False,False,False,False
INS-672-2,False,False,True,False,False,False
INS-673-1,False,False,False,True,False,False
INS-673-2,False,False,False,False,False,True
INS-674-1,True,True,False,False,False,False
INS-674-2,True,False,False,False,False,False
INS-675-1,False,False,False,False,False,False
INS-675-2,True,False,True,False,False,False
INS-676-1,False,False,False,False,False,False
INS-676-2,False,True,True,False,False,False
INS-677-1,False,False,False,False,False,False
INS-677-2,True,True,True,False,False,False
INS-678-1,True,False,False,False,False,False
INS-678-2,False,False,False,False,False,False
INS-679-1,False,False,True,False,False,False
INS-679-2,False,True,False,False,False,False
INS-680-1,False,False,False,False,False,False
INS-680-2,False,False,False,False,False,False
INS-681-1,False,False,True,True,False,True
INS-681-2,False,False,False,False,False,False
INS-682-1,False,False,False,False,False,False
INS-682-2,False,False,False,False,False,False
INS-683-1,True,False,False,True,False,False
INS-683-2,False,False,True,False,False,False
INS-684-1,False,True,False,False,True,False
INS-684-2,False,False,False,False,False,False
INS-685-1,True,False,False,False,False,False
INS-685-2,True,False,False,True,False,False
INS-686-1,True,False,False,False,False,False
INS-686-2,True,False,False,True,False,False
INS-687-1,False,False,False,False,False,False
INS-687-2,False,False,False,False,False,False
INS-688-1,True,True,False,False,False,False
INS-688-2,False,False,False,False,False,False
INS-689-1,False,False,True,False,False,False
INS-689-2,False,True,True,False,False,False
INS-690-1,False,False,False,False,False,True
INS-690-2,False,False,False,False,False,False
INS-691-1,False,False,False,False,False,False
INS-691-2,False,False,False,False,False,False
INS-692-1,False,False,True,True,False,False
INS-692-2,False,False,False,True,False,False
INS-693-1,False,False,False,False,False,False
INS-693-2,False,False,False,False,False,True
INS-694-1,False,False,False,False,False,False
INS-694-2,False,False,False,False,False,False
INS-695-1,False,False,False,True,False,False
INS-695-2,False,True,False,False,False,True
INS-696-1,False,False,False,False,False,False
INS-696-2,True,False,False,False,False,False
INS-697-1,False,False,False,False,False,True
INS-697-2,False,False,False,False,False,False
INS-698-1,False,False,True,False,False,False
INS-698-2,False,False,False,False,True,False
INS-699-1,False,False,False,False,False,False
INS-699-2,False,False,False,False,False,False
INS-700-1,False,False,False,False,False,False
INS-700-2,True,True,False,True,False,False
INS-701-1,False,False,False,False,False,False
INS-701-2,False,False,False,False,False,False
INS-702-1,False,False,False,True,False,False
INS-702-2,True,True,False,False,False,False
INS-703-1,False,False,False,False,True,False
INS-703-2,True,False,False,False,False,False
INS-704-1,True,False,False,False,False,False
INS-704-2,False,False,True,False,False,False
INS-705-1,False,True,True,False,False,False
INS-705-2,False,False,False,False,False,False
INS-706-1,False,False,False,False,False,False
INS-706-2,False,False,False,True,False,False
INS-707-1,False,True,False,False,False,False
INS-707-2,False,False,True,True,False,False
INS-708-1,True,False,False,False,False,False
INS-708-2,False,False,False,False,False,True
INS-709-1,True,False,False,False,False,True
INS-709-2,False,False,False,False,False,False
INS-710-1,False,False,False,False,False,False
INS-710-2,False,False,False,False,True,False
INS-711-1,True,False,False,True,False,False
INS-711-2,False,True,False,False,False,True
INS-712-1,True,False,True,False,False,False
INS-712-2,True,False,False,False,False,False
INS-713-1,False,False,False,False,False,False
INS-713-2,True,False,False,True,False,False
INS-714-1,False,False,False,False,True,False
INS-714-2,False,True,False,False,False,False
INS-715-1,False,False,False,False,False,True
INS-715-2,False,False,False,False,False,False
INS-716-1,True,False,False,False,False,False
INS-716-2,False,False,True,False,False,False
INS-717-1,True,False,False,True,False,False
INS-717-2,False,False,True,False,False,False
INS-718-1,False,True,True,True,False,False
INS-718-2,True,False,False,False,True,False
INS-719-1,True,False,True,False,False,True
INS-719-2,False,True,True,False,False,True
INS-720-1,False,False,False,False,False,False
INS-720-2,False,False,False,True,False,False
INS-721-1,False,False,False,True,False,False
INS-721-2,False,False,True,False,False,False
INS-722-1,False,False,False,False,True,False
INS-722-2,True,True,False,True,False,False
INS-723-1,False,False,False,False,False,False
INS-723-2,False,False,False,False,False,False
INS-724-1,False,False,False,False,False,False
INS-724-2,False,False,False,True,False,False
INS-725-1,False,True,False,False,False,False
INS-725-2,False,True,False,True,False,False
INS-726-1,False,False,False,False,False,False
INS-726-2,False,False,False,False,False,False
INS-727-1,False,False,False,True,False,False
INS-727-2,False,False,False,False,False,False
INS-728-1,False,False,False,False,False,False
INS-728-2,False,False,False,False,False,False
INS-729-1,False,True,True,False,False,False
INS-729-2,False,False,False,False,False,False
INS-730-1,False,False,False,False,False,False
INS-730-2,False,False,False,False,False,False
INS-731-1,False,False,True,False,False,False
INS-731-2,False,False,False,False,False,False
INS-732-1,False,True,False,True,False,False
