asset_id,event_id,thermal_stress,mean_effective_load
SUB-SGW-363,EVT-04,1.9804,0.8541
SUB-SGW-364,EVT-04,1.3833,0.8821
SUB-SGW-365,EVT-04,1.3339,0.8354
SUB-SGW-366,EVT-04,1.3091,0.8669
SUB-SGW-367,EVT-04,0.9173,0.8716
SUB-SGW-368,EVT-04,0.5392,0.6429
SUB-SGW-369,EVT-04,1.1581,0.7701
SUB-SGW-370,EVT-04,0.2454,0.7176
SUB-SGW-371,EVT-04,2.4209,1.0105
SUB-SGW-372,EVT-04,0.9692,0.7363
SUB-SGW-373,EVT-04,2.2291,1.0767
SUB-SGW-374,EVT-04,0.9737,0.8599
SUB-SGW-375,EVT-04,1.0015,0.9393
SUB-SGW-376,EVT-04,0.9034,0.7934
SUB-SGW-377,EVT-04,0.6209,0.6417
SUB-SGW-378,EVT-04,1.2475,1.0163
SUB-SGW-379,EVT-04,2.7329,0.9615
SUB-SGW-380,EVT-04,0.8735,0.6581
SUB-SGW-381,EVT-04,2.2191,0.986
SUB-SGW-382,EVT-04,2.5972,1.0366
SUB-SGW-383,EVT-04,1.1912,0.8016
SUB-SGW-384,EVT-04,3.1071,1.0516
SUB-SGW-385,EVT-04,2.9073,0.9276
SUB-SGW-386,EVT-04,0.4327,0.8016
SUB-SGW-387,EVT-04,1.5065,0.7468
SUB-SGW-388,EVT-04,1.7174,0.8891
SUB-SGW-389,EVT-04,0.9173,0.8763
SUB-SGW-390,EVT-04,0.8315,0.8273
SUB-SGW-391,EVT-04,0.932,0.7853
SUB-SGW-392,EVT-04,4.5182,1.0679
SUB-SGW-393,EVT-04,0.7367,0.6628
SUB-SGW-394,EVT-04,1.1035,0.8786
SUB-SGW-395,EVT-04,2.8938,0.9521
SUB-SGW-396,EVT-04,2.8039,0.9603
SUB-SGW-397,EVT-04,0.9519,0.7701
SUB-SGW-398,EVT-04,2.9966,0.9836
SUB-SGW-399,EVT-04,2.5716,1.0468
SUB-SGW-400,EVT-04,1.1975,0.8436
SUB-SGW-401,EVT-04,1.9476,0.8109
SUB-SGW-402,EVT-04,1.1505,0.8261
SUB-SGW-403,EVT-04,2.4376,1.0484
SUB-SGW-404,EVT-04,2.7687,0.9603
SUB-SGW-405,EVT-04,1.884,0.9533
SUB-SGW-406,EVT-04,2.1398,0.8681
SUB-SGW-407,EVT-04,3.1064,0.9801
SUB-SGW-408,EVT-04,1.9457,1.007
SUB-SGW-409,EVT-04,1.7823,0.8098
SUB-SGW-410,EVT-04,0.776,0.6557
SUB-SGW-411,EVT-04,3.394,1.0207
SUB-SGW-412,EVT-04,0.2495,0.6896
SUB-SGW-413,EVT-04,1.0823,0.8063
SUB-SGW-414,EVT-04,2.0199,0.9696
SUB-SGW-415,EVT-04,1.2732,0.8693
SUB-SGW-416,EVT-04,0.9855,0.7923
SUB-SGW-417,EVT-04,0.3219,0.7304
SUB-SGW-418,EVT-04,0.2834,0.7164
SUB-SGW-419,EVT-04,1.24,0.923
SUB-SGW-420,EVT-04,0.9361,0.8086
SUB-SGW-421,EVT-04,2.4191,0.8693
SUB-SGW-422,EVT-04,0.5219,0.8343
SUB-SGW-423,EVT-04,0.9485,0.9008
SUB-SGW-424,EVT-04,0.4989,0.8518
SUB-SGW-425,EVT-04,0.1792,0.6966
SUB-SGW-426,EVT-04,0.5432,0.6616
SUB-SGW-427,EVT-04,2.3941,1.0435
SUB-SGW-428,EVT-04,0.5906,0.7958
SUB-SGW-429,EVT-04,0.822,0.6429
SUB-SGW-430,EVT-04,1.6127,0.9451
SUB-SGW-431,EVT-04,0.9643,0.7234
SUB-SGW-432,EVT-04,2.4627,0.9568
SUB-SGW-433,EVT-04,0.5806,0.6989
SUB-SGW-434,EVT-04,0.4244,0.7211
SUB-SGW-435,EVT-04,1.9136,1.0547
SUB-SGW-436,EVT-04,0.7571,0.6884
SUB-SGW-437,EVT-04,2.1975,1.0563
SUB-SGW-438,EVT-04,0.4655,0.7059
SUB-SGW-439,EVT-04,3.4824,1.0248
SUB-SGW-440,EVT-04,0.6731,0.7328
SUB-SGW-441,EVT-04,0.8631,0.8704
SUB-SGW-442,EVT-04,4.1752,1.0761
SUB-SGW-443,EVT-04,1.974,0.8506
SUB-SGW-444,EVT-04,1.9147,0.9801
SUB-SGW-445,EVT-04,1.5293,0.8039
SUB-SGW-446,EVT-04,2.4336,1.0401
SUB-SGW-447,EVT-04,2.0108,0.9883
SUB-SGW-448,EVT-04,1.5737,0.8004
SUB-SGW-449,EVT-04,0.9094,0.7374
SUB-SGW-450,EVT-04,0.7167,0.6779
SUB-SGW-451,EVT-04,0.7234,0.7094
SUB-SGW-452,EVT-04,0.2652,0.7444
SUB-SGW-453,EVT-04,0.8583,0.8226
SUB-SGW-454,EVT-04,1.753,0.8214
SUB-SGW-455,EVT-04,3.1913,1.0035
SUB-SGW-456,EVT-04,1.784,0.8214
SUB-SGW-457,EVT-04,1.1938,0.8086
SUB-SGW-458,EVT-04,0.3716,0.7141
SUB-SGW-459,EVT-04,1.8409,0.8926
SUB-SGW-460,EVT-04,2.3428,0.9428
SUB-SGW-461,EVT-04,1.7927,1.0128
SUB-SGW-462,EVT-04,0.6322,0.7013
SUB-SGW-463,EVT-04,1.6772,1.0555
SUB-SGW-464,EVT-04,0.4781,0.7584
SUB-SGW-465,EVT-04,0.561,0.8109
SUB-SGW-466,EVT-04,0.9411,0.6931
SUB-SGW-467,EVT-04,3.6841,1.0563
SUB-SGW-468,EVT-04,3.4502,1.0313
SUB-SGW-469,EVT-04,1.5709,0.8984
SUB-SGW-470,EVT-04,1.2048,0.7234
SUB-SGW-471,EVT-04,4.2752,1.0615
SUB-SGW-472,EVT-04,3.0335,1.0392
SUB-SGW-473,EVT-04,1.4741,0.7934
SUB-SGW-474,EVT-04,2.0488,0.9078
SUB-SGW-475,EVT-04,1.7593,0.9019
SUB-SGW-476,EVT-04,1.6188,0.9346
SUB-SGW-477,EVT-04,1.4851,0.9288
SUB-SGW-478,EVT-04,2.145,0.8378
SUB-SGW-479,EVT-04,3.4109,1.014
SUB-SGW-480,EVT-04,0.5243,0.8494
SUB-SGW-481,EVT-04,0.4097,0.6487
SUB-SGW-482,EVT-04,3.1668,1.0418
SUB-SGW-483,EVT-04,3.4381,1.0409
SUB-SGW-484,EVT-04,2.8393,1.0492
SUB-SGW-485,EVT-04,3.2525,1.0248
SUB-SGW-486,EVT-04,2.5945,0.9288
SUB-SGW-487,EVT-04,0.9859,0.6884
SUB-SGW-488,EVT-04,0.5365,0.7806
SUB-SGW-489,EVT-04,2.6747,1.0563
SUB-SGW-490,EVT-04,4.1264,1.0679
SUB-SGW-491,EVT-04,0.7919,0.7538
SUB-SGW-492,EVT-04,3.4309,0.9906
SUB-SGW-493,EVT-04,3.9048,1.0788
SUB-SGW-494,EVT-04,1.2171,0.9638
SUB-SGW-495,EVT-04,2.0708,0.8354
SUB-SGW-496,EVT-04,0.4346,0.6768
SUB-SGW-497,EVT-04,1.3674,0.9778
SUB-SGW-498,EVT-04,0.8396,0.7806
SUB-SGW-499,EVT-04,1.4567,0.8179
SUB-SGW-500,EVT-04,3.1552,1.0081
SUB-SGW-501,EVT-04,2.1049,0.923
SUB-SGW-502,EVT-04,1.2042,0.7328
SUB-SGW-503,EVT-04,0.7042,0.7724
SUB-SGW-504,EVT-04,3.5003,1.0322
SUB-SGW-505,EVT-04,3.3747,1.0313
SUB-SGW-506,EVT-04,1.5774,0.9323
SUB-SGW-507,EVT-04,2.0382,1.014
SUB-SGW-508,EVT-04,1.4926,1.0228
SUB-SGW-509,EVT-04,1.7321,0.8261
SUB-SGW-510,EVT-04,1.0995,0.8133
SUB-SGW-511,EVT-04,2.6541,0.9533
SUB-SGW-512,EVT-04,0.9535,0.7759
SUB-SGW-513,EVT-04,1.2594,0.7164
SUB-SGW-514,EVT-04,4.6884,1.0665
SUB-SGW-515,EVT-04,2.1284,1.0384
SUB-SGW-516,EVT-04,1.1865,1.007
SUB-SGW-517,EVT-04,2.094,1.0747
SUB-SGW-518,EVT-04,1.2675,0.8133
SUB-SGW-519,EVT-04,1.1214,0.8529
SUB-SGW-520,EVT-04,1.9906,0.8763
SUB-SGW-521,EVT-04,2.8267,1.0185
SUB-SGW-522,EVT-04,1.0455,0.7059
SUB-SGW-523,EVT-04,3.0821,1.0366
SUB-SGW-524,EVT-04,1.2652,0.8039
SUB-SGW-525,EVT-04,0.5821,0.7071
SUB-SGW-526,EVT-04,2.6651,0.9218
SUB-SGW-527,EVT-04,3.9591,1.0392
SUB-SGW-528,EVT-04,0.9432,0.6441
SUB-SGW-529,EVT-04,0.2501,0.7304
SUB-SGW-530,EVT-04,1.8666,1.0023
SUB-SGW-531,EVT-04,0.536,0.6873
SUB-SGW-532,EVT-04,1.2013,0.9463
SUB-SGW-533,EVT-04,2.4975,1.0774
SUB-SGW-534,EVT-04,3.2456,0.9813
SUB-SGW-535,EVT-04,1.6902,0.8354
SUB-SGW-536,EVT-04,2.5714,0.958
SUB-SGW-537,EVT-04,2.3008,0.8903
SUB-SGW-538,EVT-04,2.0661,0.8681
SUB-SGW-539,EVT-04,1.0406,0.6768
SUB-SGW-540,EVT-04,0.5069,0.7199
SUB-SGW-541,EVT-04,0.7402,0.8086
SUB-SGW-542,EVT-04,2.4361,1.0304
SUB-SGW-543,EVT-04,0.9074,0.6581
SUB-SGW-544,EVT-04,3.7247,1.0304
SUB-SGW-545,EVT-04,0.2946,0.7036
SUB-SGW-546,EVT-04,0.6092,0.6838
SUB-SGW-547,EVT-04,1.4085,0.8903
SUB-SGW-548,EVT-04,3.4314,1.0339
SUB-SGW-549,EVT-04,1.8225,0.8413
SUB-SGW-550,EVT-04,2.5553,0.9393
SUB-SGW-551,EVT-04,0.9441,0.7946
SUB-SGW-552,EVT-04,0.747,0.7374
SUB-SGW-553,EVT-04,3.8165,1.0435
SUB-SGW-554,EVT-04,0.3784,0.7701
SUB-SGW-555,EVT-04,2.6832,0.9965
SUB-SGW-556,EVT-04,2.5489,0.9801
SUB-SGW-557,EVT-04,0.6208,0.7153
SUB-SGW-558,EVT-04,0.7776,0.6522
SUB-SGW-559,EVT-04,0.9106,0.9218
SUB-SGW-560,EVT-04,1.7884,1.0207
SUB-SGW-561,EVT-04,2.1535,0.8704
SUB-SGW-562,EVT-04,3.3347,0.9871
SUB-SGW-563,EVT-04,0.9831,0.9066
SUB-SGW-564,EVT-04,2.3781,1.0409
SUB-SGW-565,EVT-04,3.7585,1.0339
SUB-SGW-566,EVT-04,2.4276,1.0444
SUB-SGW-567,EVT-04,3.7872,0.993
SUB-SGW-568,EVT-04,0.5335,0.6628
SUB-SGW-569,EVT-04,3.7138,1.0781
SUB-SGW-570,EVT-04,0.4324,0.7573
SUB-SGW-571,EVT-04,3.8191,1.0313
SUB-SGW-572,EVT-04,1.0698,0.8063
SUB-SGW-573,EVT-04,1.7113,0.9685
SUB-SGW-574,EVT-04,1.2031,0.923
SUB-SGW-575,EVT-04,2.5069,0.965
SUB-SGW-576,EVT-04,0.9241,0.6499
SUB-SGW-577,EVT-04,0.8954,0.6464
SUB-SGW-578,EVT-04,1.7089,0.7666
SUB-SGW-579,EVT-04,3.33,0.9685
SUB-SGW-580,EVT-04,0.8715,0.8214
SUB-SGW-581,EVT-04,3.626,1.0571
SUB-SGW-582,EVT-04,3.1727,1.0693
SUB-SGW-583,EVT-04,0.8518,0.8646
SUB-SGW-584,EVT-04,1.7664,0.8448
SUB-SGW-585,EVT-04,4.3301,1.0644
SUB-SGW-586,EVT-04,1.3533,0.6989
SUB-SGW-587,EVT-04,2.1223,0.8903
SUB-SGW-588,EVT-04,2.3285,1.0313
SUB-SGW-589,EVT-04,1.2363,0.7701
SUB-SGW-590,EVT-04,2.1417,0.9206
SUB-SGW-591,EVT-04,1.6966,0.8868
SUB-SGW-592,EVT-04,2.5849,1.0468
SUB-SGW-593,EVT-04,2.5266,1.0285
SUB-SGW-594,EVT-04,1.6594,0.8261
SUB-SGW-595,EVT-04,1.2219,0.8529
SUB-SGW-596,EVT-04,2.3349,0.9008
SUB-SGW-597,EVT-04,3.4039,1.0665
SUB-SGW-598,EVT-04,2.2363,0.9381
SUB-SGW-599,EVT-04,1.3991,0.9019
SUB-SGW-600,EVT-04,0.8295,0.8284
SUB-SGW-601,EVT-04,0.876,0.8004
SUB-SGW-602,EVT-04,1.1557,0.8319
SUB-SGW-603,EVT-04,0.2865,0.6814
SUB-SGW-604,EVT-04,1.65,0.9066
SUB-SGW-605,EVT-04,0.8468,0.6709
SUB-SGW-606,EVT-04,1.8394,0.9323
SUB-SGW-607,EVT-04,3.079,1.0658
SUB-SGW-608,EVT-04,1.7272,1.0767
SUB-SGW-609,EVT-04,2.3708,0.9195
SUB-SGW-610,EVT-04,0.424,0.7549
SUB-SGW-611,EVT-04,2.6587,0.972
SUB-SGW-612,EVT-04,1.1202,0.9195
SUB-SGW-613,EVT-04,0.6178,0.8086
SUB-SGW-614,EVT-04,2.1391,1.0023
SUB-SGW-615,EVT-04,2.3573,0.9708
SUB-SGW-616,EVT-04,0.9965,0.7013
SUB-SGW-617,EVT-04,1.5574,0.9883
SUB-SGW-618,EVT-04,0.4441,0.6756
SUB-SGW-619,EVT-04,2.7025,1.0767
SUB-SGW-620,EVT-04,0.1598,0.6417
SUB-SGW-621,EVT-04,2.273,1.0601
SUB-SGW-622,EVT-04,0.8666,0.7783
SUB-SGW-623,EVT-04,1.2876,0.8319
SUB-SGW-624,EVT-04,0.6778,0.8413
SUB-SGW-625,EVT-04,4.7026,1.0679
SUB-SGW-626,EVT-04,1.8573,0.9101
SUB-SGW-627,EVT-04,1.988,0.9089
SUB-SGW-628,EVT-04,0.9277,0.9148
SUB-SGW-629,EVT-04,0.876,0.6452
SUB-SGW-630,EVT-04,0.7097,0.7024
SUB-SGW-631,EVT-04,2.255,0.9743
SUB-SGW-632,EVT-04,2.013,0.9848
SUB-SGW-633,EVT-04,2.4146,1.014
SUB-SGW-634,EVT-04,1.4643,0.9451
SUB-SGW-635,EVT-04,1.9328,0.9638
SUB-SGW-636,EVT-04,0.8055,0.7678
SUB-SGW-637,EVT-04,1.7938,0.8028
SUB-SGW-638,EVT-04,1.4102,0.8821
SUB-SGW-639,EVT-04,1.1359,0.7339
SUB-SGW-640,EVT-04,1.2761,0.7456
SUB-SGW-641,EVT-04,1.0277,0.9078
SUB-SGW-642,EVT-04,1.523,0.9218
SUB-SGW-643,EVT-04,0.3664,0.6651
SUB-SGW-644,EVT-04,3.5624,1.0384
SUB-SGW-645,EVT-04,1.7531,0.9766
SUB-SGW-646,EVT-04,0.6107,0.7293
SUB-SGW-647,EVT-04,3.4636,1.054
SUB-SGW-648,EVT-04,0.6683,0.7013
SUB-SGW-649,EVT-04,1.9719,1.072
SUB-SGW-650,EVT-04,0.7039,0.8424
SUB-SGW-651,EVT-04,1.0346,0.9416
SUB-SGW-652,EVT-04,0.8355,0.8004
SUB-SGW-653,EVT-04,2.7999,0.972
SUB-SGW-654,EVT-04,0.8538,0.6849
SUB-SGW-655,EVT-04,0.9888,0.8973
SUB-SGW-656,EVT-04,0.1742,0.6709
SUB-SGW-657,EVT-04,1.0514,0.7421
SUB-SGW-658,EVT-04,1.2988,0.8949
SUB-SGW-659,EVT-04,2.2932,0.9195
SUB-SGW-660,EVT-04,1.9584,0.9918
SUB-SGW-661,EVT-04,0.7152,0.7048
SUB-SGW-662,EVT-04,1.2826,0.9755
SUB-SGW-663,EVT-04,1.3758,0.7888
SUB-SGW-664,EVT-04,1.518,0.8669
SUB-SGW-665,EVT-04,0.6122,0.7246
SUB-SGW-666,EVT-04,1.0046,0.8763
SUB-SGW-667,EVT-04,2.0674,1.0801
SUB-SGW-668,EVT-04,2.0407,0.9836
SUB-SGW-669,EVT-04,1.7551,0.923
SUB-SGW-670,EVT-04,0.8994,0.6698
SUB-SGW-671,EVT-04,1.103,0.7223
SUB-SGW-672,EVT-04,0.3681,0.7024
SUB-SGW-673,EVT-04,0.4508,0.6674
SUB-SGW-674,EVT-04,0.5662,0.7818
SUB-SGW-675,EVT-04,3.1068,1.0468
SUB-SGW-676,EVT-04,0.8437,0.6452
SUB-SGW-677,EVT-04,1.2492,0.7094
SUB-SGW-678,EVT-04,3.1116,0.9696
SUB-SGW-679,EVT-04,1.2986,1.0046
SUB-SGW-680,EVT-04,2.4876,1.0196
SUB-SGW-681,EVT-04,2.0154,0.8366
SUB-SGW-682,EVT-04,0.8455,0.9113
SUB-SGW-683,EVT-04,0.566,0.7946
SUB-SGW-684,EVT-04,1.1011,0.7421
SUB-SGW-685,EVT-04,1.9994,1.0023
SUB-SGW-686,EVT-04,1.3274,0.8879
SUB-SGW-687,EVT-04,0.0775,0.6534
SUB-SGW-688,EVT-04,1.5974,0.7573
SUB-SGW-689,EVT-04,1.2695,0.8413
SUB-SGW-690,EVT-04,1.3702,0.7689
SUB-SGW-691,EVT-04,1.302,0.8284
SUB-SGW-692,EVT-04,1.0037,0.7538
SUB-SGW-693,EVT-04,1.5752,1.0547
SUB-SGW-694,EVT-04,0.7765,0.8401
SUB-SGW-695,EVT-04,2.6814,0.9381
SUB-SGW-696,EVT-04,4.216,1.0672
SUB-SGW-697,EVT-04,0.8382,0.7456
SUB-SGW-698,EVT-04,0.5128,0.7246
SUB-SGW-699,EVT-04,3.4456,1.0174
SUB-SGW-700,EVT-04,1.0532,0.7036
SUB-SGW-701,EVT-04,1.5863,0.944
SUB-SGW-702,EVT-04,4.5957,1.0714
SUB-SGW-703,EVT-04,3.6497,1.0435
SUB-SGW-704,EVT-04,3.1504,0.9696
SUB-SGW-705,EVT-04,1.689,0.9276
SUB-SGW-706,EVT-04,2.0496,0.9661
SUB-SGW-707,EVT-04,2.9793,1.072
SUB-SGW-708,EVT-04,2.7612,0.9708
SUB-SGW-709,EVT-04,3.8702,1.0686
SUB-SGW-710,EVT-04,2.5054,1.0276
SUB-SGW-711,EVT-04,0.1982,0.6651
SUB-SGW-712,EVT-04,1.9689,0.8471
SUB-SGW-713,EVT-04,1.097,0.7421
SUB-SGW-714,EVT-04,0.8063,0.7584
SUB-SGW-715,EVT-04,1.304,0.958
SUB-SGW-716,EVT-04,0.7398,0.7164
SUB-SGW-717,EVT-04,3.2972,1.0058
SUB-SGW-718,EVT-04,1.5431,1.0658
SUB-SGW-719,EVT-04,0.7588,0.7503
SUB-SGW-720,EVT-04,3.1313,1.0707
SUB-SGW-721,EVT-04,1.1616,0.7643
SUB-SGW-722,EVT-04,1.0659,0.8121
SUB-SGW-723,EVT-04,1.6309,0.8331
SUB-SGW-724,EVT-04,3.2568,0.993
SUB-SGW-725,EVT-04,1.8644,0.9941
SUB-SGW-726,EVT-04,1.936,0.8518
SUB-SGW-727,EVT-04,0.4571,0.7001
SUB-SGW-728,EVT-04,3.9853,1.0384
SUB-SGW-729,EVT-04,1.9959,0.9685
SUB-SGW-730,EVT-04,1.1208,0.9813
SUB-SGW-731,EVT-04,1.925,0.9731
SUB-SGW-732,EVT-04,2.1665,1.0524
SUB-SGW-733,EVT-04,1.3964,0.7736
SUB-SGW-734,EVT-04,1.3108,0.8844
SUB-SGW-735,EVT-04,0.5492,0.7503
SUB-SGW-736,EVT-04,1.5613,0.9638
SUB-SGW-737,EVT-04,3.6553,0.9941
SUB-SGW-738,EVT-04,0.3503,0.6954
SUB-SGW-739,EVT-04,2.1347,0.9183
SUB-SGW-740,EVT-04,1.5109,0.9533
SUB-SGW-741,EVT-04,0.8367,0.7946
SUB-SGW-742,EVT-04,3.6768,1.0593
SUB-SGW-743,EVT-04,0.3849,0.8121
SUB-SGW-744,EVT-04,2.2019,1.0285
SUB-SGW-745,EVT-04,1.8004,1.0637
SUB-SGW-746,EVT-04,1.3536,0.8156
SUB-SGW-747,EVT-04,0.5105,0.6908
SUB-SGW-748,EVT-04,0.4973,0.6452
SUB-SGW-749,EVT-04,2.124,0.8588
SUB-SGW-750,EVT-04,1.5161,0.7853
SUB-SGW-751,EVT-04,0.518,0.6709
SUB-SGW-752,EVT-04,2.2437,0.9148
SUB-SGW-753,EVT-04,2.3542,0.9556
SUB-SGW-754,EVT-04,1.8292,1.046
SUB-SGW-755,EVT-04,0.773,0.8681
SUB-SGW-756,EVT-04,1.3403,0.8984
SUB-SGW-757,EVT-04,1.0511,0.8739
SUB-SGW-758,EVT-04,1.7782,0.9545
SUB-SGW-759,EVT-04,1.7776,1.0128
SUB-SGW-760,EVT-04,1.5998,0.9591
SUB-SGW-761,EVT-04,0.8764,0.6849
SUB-SGW-762,EVT-04,4.2687,1.0707
SUB-SGW-763,EVT-04,2.5196,1.063
SUB-SGW-764,EVT-04,1.5815,0.9591
SUB-SGW-765,EVT-04,4.5017,1.0672
SUB-SGW-766,EVT-04,1.8653,0.8763
SUB-SGW-767,EVT-04,0.9896,0.8518
SUB-SGW-768,EVT-04,1.677,1.0644
SUB-SGW-769,EVT-04,1.8096,0.8879
SUB-SGW-770,EVT-04,2.0624,0.9591
SUB-SGW-771,EVT-04,3.1668,1.0693
SUB-SGW-772,EVT-04,3.8112,1.0714
SUB-SGW-773,EVT-04,1.101,0.7339
SUB-SGW-774,EVT-04,4.7587,1.0734
SUB-SGW-775,EVT-04,2.4139,1.0151
SUB-SGW-776,EVT-04,0.344,0.7573
SUB-SGW-777,EVT-04,1.5611,1.0163
SUB-SGW-778,EVT-04,0.9645,0.8109
SUB-SGW-779,EVT-04,0.5282,0.6616
SUB-SGW-780,EVT-04,0.6169,0.6651
SUB-SGW-781,EVT-04,2.9537,0.9825
SUB-SGW-782,EVT-04,1.0099,0.9218
SUB-SGW-783,EVT-04,0.7391,0.8786
SUB-SGW-784,EVT-04,1.2433,0.7748
SUB-SGW-785,EVT-04,0.8957,0.7923
SUB-SGW-786,EVT-04,1.1696,0.7713
SUB-SGW-787,EVT-04,4.148,1.0761
SUB-SGW-788,EVT-04,2.7915,0.9253
SUB-SGW-789,EVT-04,0.7783,0.6476
SUB-SGW-790,EVT-04,2.1214,0.8984
SUB-SGW-791,EVT-04,2.7666,0.9778
SUB-SGW-792,EVT-04,0.6301,0.6604
SUB-SGW-793,EVT-04,1.2701,0.8109
SUB-SGW-794,EVT-04,3.0507,1.0081
SUB-SGW-795,EVT-04,1.5708,1.0046
SUB-SGW-796,EVT-04,1.8338,0.8249
SUB-SGW-797,EVT-04,2.5806,1.0761
SUB-SGW-798,EVT-04,2.6446,1.014
SUB-SGW-799,EVT-04,1.3894,0.9498
SUB-SGW-800,EVT-04,1.3572,0.8646
SUB-SGW-801,EVT-04,0.3254,0.6522
SUB-SGW-802,EVT-04,0.6263,0.8214
SUB-SGW-803,EVT-04,3.479,1.0665
SUB-SGW-804,EVT-04,0.7549,0.7234
SUB-SGW-805,EVT-04,2.3167,1.014
SUB-SGW-806,EVT-04,0.3492,0.7596
SUB-SGW-807,EVT-04,1.5484,0.8308
SUB-SGW-808,EVT-04,1.0687,0.9638
SUB-SGW-809,EVT-04,2.4623,0.9206
SUB-SGW-810,EVT-04,1.382,0.7829
SUB-SGW-811,EVT-04,1.4601,0.8319
SUB-SGW-812,EVT-04,2.2685,0.8914
SUB-SGW-813,EVT-04,1.1358,0.8611
SUB-SGW-814,EVT-04,0.4028,0.7433
SUB-SGW-815,EVT-04,0.482,0.6663
SUB-SGW-816,EVT-04,2.6418,0.9556
SUB-SGW-817,EVT-04,2.1764,0.8774
SUB-SGW-818,EVT-04,0.9768,0.6779
SUB-SGW-819,EVT-04,0.9895,0.9206
SUB-SGW-820,EVT-04,1.7588,0.8413
SUB-SGW-821,EVT-04,2.4578,0.9708
SUB-SGW-822,EVT-04,3.6999,1.0734
SUB-SGW-823,EVT-04,1.3181,0.8868
SUB-SGW-824,EVT-04,4.0237,1.0516
SUB-SGW-825,EVT-04,1.4579,0.7654
SUB-SGW-826,EVT-04,1.4956,1.0601
SUB-SGW-827,EVT-04,1.1407,0.8086
SUB-SGW-828,EVT-04,3.3987,1.0228
SUB-SGW-829,EVT-04,1.2552,0.7666
SUB-SGW-830,EVT-04,1.088,0.8226
SUB-SGW-831,EVT-04,2.6701,1.0196
SUB-SGW-832,EVT-04,2.4196,0.9066
SUB-SGW-833,EVT-04,0.9116,0.7736
SUB-SGW-834,EVT-04,1.0002,0.7888
SUB-SGW-835,EVT-04,1.5735,0.8529
SUB-SGW-836,EVT-04,0.7362,0.8576
SUB-SGW-837,EVT-04,1.1463,0.8273
SUB-SGW-838,EVT-04,1.9419,1.0794
SUB-SGW-839,EVT-04,2.6693,1.0761
SUB-SGW-840,EVT-04,2.2921,0.9054
SUB-SGW-841,EVT-04,3.2749,1.0322
SUB-SGW-842,EVT-04,3.4519,0.9895
SUB-SGW-843,EVT-04,1.2875,1.0035
SUB-SGW-844,EVT-04,2.7137,0.9603
SUB-SGW-845,EVT-04,2.4633,0.9335
SUB-SGW-846,EVT-04,0.705,0.8249
SUB-SGW-847,EVT-04,2.8874,1.0357
SUB-SGW-848,EVT-04,1.7622,0.7876
SUB-SGW-849,EVT-04,1.8329,0.8308
SUB-SGW-850,EVT-04,0.914,0.8133
SUB-SGW-851,EVT-04,0.8729,0.7479
SUB-SGW-852,EVT-04,3.5289,0.9871
SUB-SGW-853,EVT-04,2.5929,0.9218
SUB-SGW-854,EVT-04,0.9446,0.7876
SUB-SGW-855,EVT-04,1.3343,0.9673
SUB-SGW-856,EVT-04,1.1566,0.944
SUB-SGW-857,EVT-04,2.1575,1.0228
SUB-SGW-858,EVT-04,0.9434,0.7223
SUB-SGW-859,EVT-04,0.6248,0.6476
SUB-SGW-860,EVT-04,2.2131,0.9521
SUB-SGW-861,EVT-04,1.0816,0.8016
SUB-SGW-862,EVT-04,2.6409,1.0734
SUB-SGW-863,EVT-04,1.988,0.9626
SUB-SGW-864,EVT-04,1.2055,0.8833
SUB-SGW-865,EVT-04,1.3392,0.8879
SUB-SGW-866,EVT-04,0.9636,0.7374
SUB-SGW-867,EVT-04,0.3113,0.7514
SUB-SGW-868,EVT-04,1.3784,0.8121
SUB-SGW-869,EVT-04,0.8381,0.7596
SUB-SGW-870,EVT-04,1.1033,0.7164
SUB-SGW-871,EVT-04,2.342,0.9124
SUB-SGW-872,EVT-04,0.4903,0.7234
SUB-SGW-873,EVT-04,1.9475,0.9101
SUB-SGW-874,EVT-04,0.4812,0.8074
SUB-SGW-875,EVT-04,0.8688,0.7701
SUB-SGW-876,EVT-04,1.3365,0.8109
SUB-SGW-877,EVT-04,0.8552,0.7561
SUB-SGW-878,EVT-04,0.8631,0.7094
SUB-SGW-879,EVT-04,0.4173,0.7934
SUB-SGW-880,EVT-04,0.8424,0.7269
SUB-SGW-881,EVT-04,3.9665,1.0651
SUB-SGW-882,EVT-04,1.7267,0.8459
SUB-SGW-883,EVT-04,2.1724,1.0081
SUB-SGW-884,EVT-04,2.3413,0.9428
SUB-SGW-885,EVT-04,0.2228,0.6884
SUB-SGW-886,EVT-04,2.5282,0.9556
SUB-SGW-887,EVT-04,0.3103,0.6768
SUB-SGW-888,EVT-04,1.0317,0.8308
SUB-SGW-889,EVT-04,2.1215,1.0392
SUB-SGW-890,EVT-04,1.5741,0.8588
SUB-SGW-891,EVT-04,1.2537,0.7013
SUB-SGW-892,EVT-04,1.0022,0.6814
SUB-SGW-893,EVT-04,1.5192,0.7584
SUB-SGW-894,EVT-04,2.6395,0.9323
SUB-SGW-895,EVT-04,1.6817,1.0304
SUB-SGW-896,EVT-04,1.4712,0.8868
SUB-SGW-897,EVT-04,0.6465,0.7584
SUB-SGW-898,EVT-04,2.5373,0.9486
SUB-SGW-899,EVT-04,1.2804,0.7433
SUB-SGW-900,EVT-04,0.9251,0.6686
SUB-SGW-001,EVT-05,0.4182,0.7901
SUB-SGW-002,EVT-05,1.9316,0.8777
